0.0614834    0    -0.0386715    
0.0614834    -1    -0.0386715    
0.0643872    -1    -0.0394217    
0.0643872    0    -0.0394217    
0.0643872    0    -0.0394217    
0.0643872    -1    -0.0394217    
0.0675815    -1    -0.0402468    
0.0675815    0    -0.0402468    
0.0675815    0    -0.0402468    
0.0675815    -1    -0.0402468    
0.0711071    -1    -0.0411069    
0.0711071    0    -0.0411069    
0.0711071    0    -0.0411069    
0.0711071    -1    -0.0411069    
0.0750023    -1    -0.04198    
0.0750023    0    -0.04198    
0.0750023    0    -0.04198    
0.0750023    -1    -0.04198    
0.0792933    -1    -0.0429124    
0.0792933    0    -0.0429124    
0.0792933    0    -0.0429124    
0.0792933    -1    -0.0429124    
0.0840261    -1    -0.0438776    
0.0840261    0    -0.0438776    
0.0840261    0    -0.0438776    
0.0840261    -1    -0.0438776    
0.089242    -1    -0.0448899    
0.089242    0    -0.0448899    
0.089242    0    -0.0448899    
0.089242    -1    -0.0448899    
0.0949885    -1    -0.0459556    
0.0949885    0    -0.0459556    
0.0949885    0    -0.0459556    
0.0949885    -1    -0.0459556    
0.101327    -1    -0.0470322    
0.101327    0    -0.0470322    
0.101327    0    -0.0470322    
0.101327    -1    -0.0470322    
0.108313    -1    -0.0481305    
0.108313    0    -0.0481305    
0.108313    0    -0.0481305    
0.108313    -1    -0.0481305    
0.116011    -1    -0.0492486    
0.116011    0    -0.0492486    
0.116011    0    -0.0492486    
0.116011    -1    -0.0492486    
0.124479    -1    -0.0504784    
0.124479    0    -0.0504784    
0.124479    0    -0.0504784    
0.124479    -1    -0.0504784    
0.133819    -1    -0.0516509    
0.133819    0    -0.0516509    
0.133819    0    -0.0516509    
0.133819    -1    -0.0516509    
0.144112    -1    -0.0527694    
0.144112    0    -0.0527694    
0.144112    0    -0.0527694    
0.144112    -1    -0.0527694    
0.155438    -1    -0.0539647    
0.155438    0    -0.0539647    
0.155438    0    -0.0539647    
0.155438    -1    -0.0539647    
0.167915    -1    -0.0551059    
0.167915    0    -0.0551059    
0.167915    0    -0.0551059    
0.167915    -1    -0.0551059    
0.181658    -1    -0.0561244    
0.181658    0    -0.0561244    
0.181658    0    -0.0561244    
0.181658    -1    -0.0561244    
0.196783    -1    -0.0571433    
0.196783    0    -0.0571433    
0.196783    0    -0.0571433    
0.196783    -1    -0.0571433    
0.212805    -1    -0.0579237    
0.212805    0    -0.0579237    
0.212805    0    -0.0579237    
0.212805    -1    -0.0579237    
0.228826    -1    -0.0587041    
0.228826    0    -0.0587041    
0.228826    0    -0.0587041    
0.228826    -1    -0.0587041    
0.24486    -1    -0.0591683    
0.24486    0    -0.0591683    
0.24486    0    -0.0591683    
0.24486    -1    -0.0591683    
0.260896    -1    -0.0595516    
0.260896    0    -0.0595516    
0.260896    0    -0.0595516    
0.260896    -1    -0.0595516    
0.276934    -1    -0.0598507    
0.276934    0    -0.0598507    
0.276934    0    -0.0598507    
0.276934    -1    -0.0598507    
0.292974    -1    -0.0598903    
0.292974    0    -0.0598903    
0.292974    0    -0.0598903    
0.292974    -1    -0.0598903    
0.309015    -1    -0.0599299    
0.309015    0    -0.0599299    
0.309015    0    -0.0599299    
0.309015    -1    -0.0599299    
0.325055    -1    -0.0598539    
0.325055    0    -0.0598539    
0.325055    0    -0.0598539    
0.325055    -1    -0.0598539    
0.341094    -1    -0.0595984    
0.341094    0    -0.0595984    
0.341094    0    -0.0595984    
0.341094    -1    -0.0595984    
0.357131    -1    -0.059294    
0.357131    0    -0.059294    
0.357131    0    -0.059294    
0.357131    -1    -0.059294    
0.373165    -1    -0.0588223    
0.373165    0    -0.0588223    
0.373165    0    -0.0588223    
0.373165    -1    -0.0588223    
0.389197    -1    -0.058306    
0.389197    0    -0.058306    
0.389197    0    -0.058306    
0.389197    -1    -0.058306    
0.405229    -1    -0.0577897    
0.405229    0    -0.0577897    
0.405229    0    -0.0577897    
0.405229    -1    -0.0577897    
0.421256    -1    -0.0571301    
0.421256    0    -0.0571301    
